word,level,transcription,russian
sandalet,B2,сандалет,"сандалия; босоножка"
savunmak,B2,савунмак,"-ать; -еть"
saydam,B2,сайдам,"прозрачный; очевидный"
saç jölesi,B2,сач жёлеси,"(нет перевода)"
saç spreyi,B2,сач спрейи,"(нет перевода)"
sektör,B2,сектёр,"сектор; зона"
sepet,B2,сепет,"корзина; корзинка; коляска"
serbest,B2,сербест,"ез-; ес-"
sergilemek,B2,сергилемек,"-ать; -еть"
sevinç,B2,севинч,"веселье; радость"
seyrek,B2,сейрек,"за"
sindirim sistemi,B2,синдирим системи,"пищеварительная система; пищеварительный"
sinirsel bozukluk,B2,синирсел бозуклук,"(нет перевода)"
sivri,B2,сиври,"острый; остроумный"
sivrisinek,B2,сиврисинек,"комар; москит"
soluk,B2,солук,"вздох; дыхание"
sona ermek,B2,сона эрмек,"-ать; -еть"
sorumluluk,B2,сорумлулук,"ответственность; обязанность"
soylu,B2,сойлу,"дворянин; вельможа; благородный"
soğukkanlı,B2,соукканлы,"прохладный; холодноватый"
statü,B2,статю,"положение; состояние"
stres,B2,стрес,"давление; нажим"
sure,B2,суре,"сура"
söylenti,B2,сёйленти,"слух; молва"
sürdürmek,B2,сюрдюрмек,"-ать; -еть"
sürülmek,B2,сюрюлмек,"-ать; -еть"
sırılsıklam olmak,B2,сырылсыклам олмак,"(нет перевода)"
sıvazlamak,B2,сывазламак,"-ать; -еть"
tacir,B2,таджир,"купец; торговец"
tadını çıkarmak,B2,тадыны чыкармак,"-ать; -еть"
takdir etmek,B2,такдир этмек,"кричать; аплодировать; рукоплескать"
takipçi,B2,такипчи,"последователь; последовательница"
tamir,B2,тамир,"починка; ремонт; синоним"
tamtam,B2,тамтам,"(нет перевода)"
tanrı,B2,танры,"Бог; бог; альтернативный"
tapmak,B2,тапмак,"-ать; -еть"
tarafından,B2,тарафындан,"аблятивный; рядом с"
tasarlamak,B2,тасарламак,"-ать; -еть"
tatilci,B2,татилджи,"(нет перевода)"
tayt,B2,тайт,"колготки; трико"
tayyör,B2,таййёр,"(нет перевода)"
taçsız kral,B2,тачсыз крал,"(нет перевода)"
tedirgin,B2,тедиргин,"нервный"
teklif etmek,B2,теклиф этмек,"-ать; -еть"
teknik,B2,текник,"технический; вооружённый пикап; техника"
teknoloji,B2,текноложи,"технология; техника"
telgraf,B2,телграф,"телеграф; телеграфировать"
temelini atmak,B2,темелини атмак,"(нет перевода)"
teneke,B2,тенеке,"оловянный; жестяной; бокс"
tepki,B2,тепки,"реакция"
terbiyeli,B2,тербийели,"вежливый; учтивый"
ters,B2,терс,"обратный; противоположный"
tesadüfen,B2,тесадюфен,"рядом с"
tetris,B2,тетрис,"(нет перевода)"
teşhis,B2,тешхис,"диагноз; диагностика"
ticari,B2,тиджари,"коммерческий; торговый"
topaç,B2,топач,"(нет перевода)"
toplumsal,B2,топлумсал,"общительный; социальный"
topuk,B2,топук,"горбушка; пятка; Бар"
turizm elçisi,B2,туризм элчиси,"(нет перевода)"
tutku,B2,тутку,"амбиция; мечта; влечение"
tutucu,B2,тутуджу,"консервативный; умеренный"
tutuklamak,B2,тутукламак,"-ать; -еть"
tüifflui,B2,тюиффлуи,"(нет перевода)"
tıklamak,B2,тыкламак,"-ать; -еть"
tırabzan,B2,тырабзан,"перила; поручень"
ufuk,B2,уфук,"горизонт; небосклон"
ummak,B2,уммак,"Надя; Надежда; -ать"
umurunda bile değil,B2,умурунда биле дейил,"(нет перевода)"
uzaklaştırmak,B2,узаклаштырмак,"(нет перевода)"
Uğurlar olsun,B2,уурлар олсун,"(нет перевода)"
vade,B2,ваде,"дата возвращения; дата выполнения; надлежать"
vatka,B2,ватка,"(нет перевода)"
vitrin,B2,витрин,"витрина; магазин; бутик"
yakınmak,B2,йакынмак,"-ать; -еть"
yakıt,B2,йакыт,"горючее; топливо"
yanılgı,B2,йанылгы,"ошибка; отклонение"
yanılmak,B2,йанылмак,"-ать; -еть"
yapıt,B2,йапыт,"работа; труд"
yaralamak,B2,йараламак,"-ать; -еть"
yarasa,B2,йараса,"летучая мышь; нетопырь"
yargı,B2,йаргы,"приговор; осуждение"
yarımada,B2,йарымада,"полуостров"
yat,B2,йат,"яхта; иноземец; иноземка"
yaygınlaşmak,B2,йайгынлашмак,"-ать; -еть"
yaz,B2,йаз,"лето; балка; весна"
yazıcı,B2,йазыджы,"писатель; автор; делопроизводитель"
yel,B2,йел,"ветер; дух; пердёж"
yemek artıkları,B2,йемек артыклары,"(нет перевода)"
yeterlilik,B2,йетерлилик,"достаточность"
yetersizlik,B2,йетерсизлик,"недостаточность"
yeti,B2,йети,"бигфут; йети; профессорско-преподавательский состав"
yiğit,B2,йийит,"геройский; героический; существо"
yok satmak,B2,йок сатмак,"(нет перевода)"
Yolun açık olsun,B2,йолун ачык олсун,"бог в помощь; с богом"
yunus,B2,йунус,"дельфин; куст свай; Иона"
yün,B2,йюн,"шерсть; пряжа; шерстяной"
yılmak,B2,йылмак,"-ать; -еть"
zalim,B2,залим,"жестокий"
zar,B2,зар,"мембрана; оболочка; диафрагма"
zarif,B2,зариф,"элегантный; изящный"
zevk almak,B2,зевк алмак,"(нет перевода)"
çapak,B2,чапак,"носовая слизь; слизь"
çarmıh,B2,чармых,"перекрёстный; поперечный"
çarmıha germek,B2,чармыха гермек,"-ать; -еть"
çatmak,B2,чатмак,"-ать; -еть"
çatışma,B2,чатышма,"вербальный; словесный"
Çağ,B2,ча,"эра; эпоха; возраст"
çek-yat,B2,чек-йат,"(нет перевода)"
çile,B2,чиле,"беда; горе; ватный шарик"
Çingene,B2,чингене,"цыган; цыганка; ром"
çöl,B2,чёл,"пустой; пустынный; поле"
çıktı,B2,чыкты,"вывод; выработка"
çıkıntı,B2,чыкынты,"(нет перевода)"
çığlık atmak,B2,чылык атмак,"(нет перевода)"
öbür,B2,ёбюр,"другой; иной"
ökçe,B2,ёкче,"горбушка; пятка"
örgü,B2,ёргю,"акт; действие; что-то"
örümcek,B2,ёрюмджек,"паук; паутина; сеть"
öteki,B2,ётеки,"другой; иной"
özgürlük,B2,ёзгюрлюк,"свобода; вольность"
özümsemek,B2,ёзюмсемек,"-ать; -еть"
ülkü,B2,юлкю,"абстрактный; воображаемый"
ün kazanmak,B2,юн казанмак,"(нет перевода)"
üniforma,B2,юниформа,"однообразный; равномерный"
üstesinden gelmek,B2,юстесинден гелмек,"-ать; -еть"
üye,B2,юйе,"член; часть тела; клейкий"
üzgün,B2,юзгюн,"грустный; печальный; жаль"
ılıca,B2,ылыджа,"мне жарко; жаркий; баня"
ıstakoz,B2,ыстакоз,"лобстер; омар"
ısırmak,B2,ысырмак,"-ать; -еть"
şahlanmak,B2,шахланмак,"(нет перевода)"
şakak,B2,шакак,"храм; место богослужения"
şampiyon,B2,шампийон,"чемпион; победитель"
şans eseri,B2,шанс эсери,"(нет перевода)"
şantiye,B2,шантийе,"строительная площадка; стройплощадка; строительство"
şarj,B2,шарж,"плата; такса"
şaşkın,B2,шашкын,"беспорядочный; спутанный; глупый"
şaşmak,B2,шашмак,"-ать; -еть; ибо"
şeffaf,B2,шеффаф,"прозрачный; очевидный"
şeref,B2,шереф,"честь; почтение; достоинство"
şifre,B2,шифре,"код; кодекс; пароль"
şnorkel,B2,шноркел,"(нет перевода)"
şöhret,B2,шёхрет,"слава; известность"
şımarmak,B2,шымармак,"(нет перевода)"
abis,C1,абис,"бездна; пропасть"
adamak,C1,адамак,"-ать; -еть; метафорический"
adlandırmak,C1,адландырмак,"-ать; -еть"
adım atmak,C1,адым атмак,"(нет перевода)"
akit,C1,акит,"контракт; договор; бракосочетание"
aksaklık,C1,аксаклык,"загвоздка; подвох"
aksetmek,C1,аксетмек,"(нет перевода)"
aktarmak,C1,актармак,"-ать; -еть"
akım,C1,акым,"нынешний; текущий"
algılama,C1,алгылама,"вербальный; словесный"
alt tarafı,C1,алт тарафы,"использованный; используемый"
alıntı,C1,алынты,"(нет перевода)"
aman dilemek,C1,аман дилемек,"(нет перевода)"
analitik,C1,аналитик,"аналитический"
antropolog,C1,антрополог,"антрополог"
aptal kutusu,C1,аптал кутусу,"(нет перевода)"
arama,C1,арама,"вербальный; словесный; обыск"
arbede,C1,арбеде,"драка; стычка"
artış göstermek,C1,артыш гёстермек,"(нет перевода)"
arz etmek,C1,арз этмек,"(нет перевода)"
arzuhal,C1,арзухал,"(нет перевода)"
arzuhalci,C1,арзухалджи,"(нет перевода)"
arşın,C1,аршын,"аршин"
asli,C1,асли,"настоящий; действительный"
atanma,C1,атанма,"(нет перевода)"
ateş saati,C1,атеш саати,"(нет перевода)"
atık,C1,атык,"настолько; так; ещё"
ay yılı,C1,ай йылы,"(нет перевода)"
ayet,C1,айет,"стих; куплет"
ayırt etmek,C1,айырт этмек,"-ать; -еть"
aşina,C1,ашина,"знакомый; известный"
aşk olsun,C1,ашк олсун,"(нет перевода)"
aşırı doz,C1,ашыры доз,"(нет перевода)"
aşırı makyaj,C1,ашыры макйаж,"(нет перевода)"
barınma,C1,барынма,"(нет перевода)"
basmakalıp,C1,басмакалып,"(нет перевода)"
basık,C1,басык,"(нет перевода)"
bayındırlık,C1,байындырлык,"(нет перевода)"
başrol,C1,башрол,"вестись; водиться"
başını dinlemek,C1,башыны динлемек,"(нет перевода)"
başını kaşıyacak zamanı olmamak,C1,башыны кашыйаджак заманы олмамак,"(нет перевода)"
belirti,C1,белирти,"вывеска; знак"
bileşke,C1,билешке,"объединение; унификация"
bilhassa,C1,билхасса,"особенно"
bilimkurgu,C1,билимкургу,"(нет перевода)"
bilinç,C1,билинч,"информированность; осведомлённость; сознание"
bilinçaltı,C1,билинчалты,"подсознание"
bilinçlendirmek,C1,билинчлендирмек,"(нет перевода)"
bilinçli,C1,билинчли,"в сознании; находящийся"
bir şeyde hakkı olmak,C1,бир шейде хаккы олмак,"(нет перевода)"
bir şeyi lehine çevirmek,C1,бир шейи лехине чевирмек,"(нет перевода)"
bir şeyin temelini atmak,C1,бир шейин темелини атмак,"(нет перевода)"
birisini ekmek,C1,бирисини экмек,"(нет перевода)"
bizzat,C1,биззат,"лично; персонально"
biçare,C1,бичаре,"жалкий; несчастный"
bobin,C1,бобин,"электромагнитный; вращение; катание"
bulgu,C1,булгу,"понимание; разумение"
buzul,C1,бузул,"ледник; глетчер"
buğulanmak,C1,бууланмак,"(нет перевода)"
bıyık altından gülmek,C1,быйык алтындан гюлмек,"(нет перевода)"
canı gönülden,C1,джаны гёнюлден,"(нет перевода)"
cefa,C1,джефа,"жестокость; безжалостность"
cemiyet,C1,джемийет,"общество; социум; встреча"
cihan,C1,джихан,"вселенная; мир; свет"
cıva,C1,джыва,"Меркурий; ртуть"
dahil etmek,C1,дахил этмек,"(нет перевода)"
danıştay,C1,даныштай,"(нет перевода)"
darmadağın,C1,дармадаын,"самый; тот самый"
dart,C1,дарт,"(нет перевода)"
delik deşik etmek,C1,делик дешик этмек,"(нет перевода)"
denetim,C1,денетим,"инспекция; проверка; управление"
denetlenme,C1,денетленме,"(нет перевода)"
derdine çare olmak,C1,дердине чаре олмак,"(нет перевода)"
derviş,C1,дервиш,"дервиш"
desteklemek,C1,дестеклемек,"-ать; -еть"
devre,C1,девре,"и точка; период; условие"
değişken,C1,дейишкен,"изменчивый; непостоянный"
değmeyin keyfime,C1,деймейин кейфиме,"(нет перевода)"
deşmek,C1,дешмек,"-ать; -еть"
dile getirmek,C1,диле гетирмек,"-ать; -еть"
dilinden düşmemek,C1,дилинден дюшмемек,"(нет перевода)"
dilinden düşürmemek,C1,дилинден дюшюрмемек,"(нет перевода)"
dillerde dolaşmak,C1,диллерде долашмак,"(нет перевода)"
dizgin,C1,дизгин,"повод; бразды"
doku,C1,доку,"ткань; салфетка; строение"
doküman,C1,докюман,"документ; документировать"
doğmamış çocuğa don biçmek,C1,домамыш чоджуа дон бичмек,"(нет перевода)"
doğrulmak,C1,дорулмак,"-ать; -еть"
duyu,C1,дуйу,"чувство; ощущение"
dörtnala,C1,дёртнала,"на"
dürtü,C1,дюртю,"драйв; напористость"
düzenek,C1,дюзенек,"приспособление; устройство"
edep,C1,эдеп,"манера; метод"
edinmek,C1,эдинмек,"-ать; -еть"
egemen,C1,эгемен,"суверенный; превосходный; господствующий"
ehemmiyet,C1,эхеммийет,"важность; значимость"
ekmek yemek,C1,экмек йемек,"(нет перевода)"
eksantrik,C1,эксантрик,"эксцентрический; эксцентричный; нестандартный"
ekvator,C1,экватор,"экватор"
ele almak,C1,эле алмак,"(нет перевода)"
ele geçmek,C1,эле гечмек,"(нет перевода)"
eleştirmen,C1,элештирмен,"критик; критикан"
elipsoid,C1,элипсоид,"(нет перевода)"
emniyet kemeri,C1,эмнийет кемери,"безопасность; сохранность"
emri başı üstüne,C1,эмри башы юстюне,"(нет перевода)"
enflasyon,C1,энфласйон,"вздувание; вспучивание"
entelektüel,C1,энтелектюел,"интеллектуальный; умственный"
enteresan,C1,энтересан,"интересный; занятный"
ergenlik,C1,эргенлик,"молодость; отрочество; состояние"
eritmek,C1,эритмек,"-ать; -еть"
erişim,C1,эришим,"доступ; подход"
eser,C1,эсер,"произведение искусства; работа; труд"
esna,C1,эсна,"момент силы; миг"
espri,C1,эспри,"настроение; гумор"
evde kalmak,C1,эвде калмак,"(нет перевода)"
faktör,C1,фактёр,"фактор; агент"
fay hattı,C1,фай хатты,"(нет перевода)"
faz,C1,фаз,"период; стадия"
fazilet,C1,фазилет,"достоинство; добродетель"
ferdi,C1,ферди,"(нет перевода)"
fert,C1,ферт,"личность; особа"
feryat etmek,C1,ферйат этмек,"-ать; -еть"
fosil,C1,фосил,"окаменелость; ископаемое; кто-то"
frekans,C1,фреканс,"частота"
fırlatmak,C1,фырлатмак,"-ать; -еть"
gala,C1,гала,"(нет перевода)"
gazel,C1,газел,"газель"
gelir,C1,гелир,"доход; заработок"
gelişigüzel,C1,гелишигюзел,"рандомный; случайный; небрежный"
gerdanlık,C1,герданлык,"ожерелье; колье"
geri çevirmek,C1,гери чевирмек,"(нет перевода)"
geçersiz,C1,гечерсиз,"недействительный; инвалид; аут"
girişimcilik,C1,гиришимджилик,"предпринимательство"
gladyatör,C1,гладйатёр,"гладиатор"
gurbet,C1,гурбет,"ещё; какой-нибудь"
görebilmek,C1,гёребилмек,"(нет перевода)"
görsel,C1,гёрсел,"визуальный; зрительный"
göz önüne serilmek,C1,гёз ёнюне серилмек,"(нет перевода)"
gözbebeği,C1,гёзбебейи,"альтернативный; альтернатива"
göze batmak,C1,гёзе батмак,"-ать; -еть"
gözler önüne sermek,C1,гёзлер ёнюне сермек,"(нет перевода)"
gözlerinin içi gülmek,C1,гёзлеринин ичи гюлмек,"(нет перевода)"
gözünü yükseklere dikmek,C1,гёзюню йюксеклере дикмек,"(нет перевода)"
göç,C1,гёч,"миграция; переселение; движимое имущество"
gülmekten kırılmak,C1,гюлмектен кырылмак,"альтернативный; альтернатива"
gün ışığına çıkarmak,C1,гюн ышыына чыкармак,"(нет перевода)"
gündem,C1,гюндем,"план; программа"
gündem oluşturmak,C1,гюндем олуштурмак,"(нет перевода)"
güneş saati,C1,гюнеш саати,"солнечные часы"
güneş yılı,C1,гюнеш йылы,"(нет перевода)"
güreşçi,C1,гюрешчи,"борец"
güvercin,C1,гюверджин,"голубь; горлица"
hakiki,C1,хакики,"верный; истинный; настоящий"
hale düşmek,C1,хале дюшмек,"(нет перевода)"
hamle yapmak,C1,хамле йапмак,"(нет перевода)"
hammadde,C1,хаммадде,"(нет перевода)"
harcama,C1,харджама,"(нет перевода)"
hariç,C1,харич,"за исключением того, что; кроме; внешний"
harmanlamak,C1,харманламак,"(нет перевода)"
hasat,C1,хасат,"жатва; урожай"
hasılı,C1,хасылы,"за; определённый; ясный"
hatır,C1,хатыр,"ум; разум; причина"
hayırsever,C1,хайырсевер,"благожелательный; благосклонный; благодетель"
hedef almak,C1,хедеф алмак,"(нет перевода)"
hekim,C1,хеким,"д-р; доктор"
heybetli,C1,хейбетли,"(нет перевода)"
hibe,C1,хибе,"пожертвование; дар; субсидия"
hiciv,C1,хиджив,"сатира"
hicrî,C1,хиджри,"(нет перевода)"
hikmet,C1,хикмет,"мудрость; тайный; потайной"
hikmetli,C1,хикметли,"(нет перевода)"
huzurevi,C1,хузуреви,"(нет перевода)"
hâkimiyet,C1,хакимийет,"(нет перевода)"
hüküm sürmek,C1,хюкюм сюрмек,"(нет перевода)"
hükümran,C1,хюкюмран,"линейка; властелин"
hürmetli,C1,хюрметли,"(нет перевода)"
hıdrellez,C1,хыдреллез,"(нет перевода)"
ibre,C1,ибре,"стрелка; спица"
iddia etmek,C1,иддиа этмек,"-ать; -еть"
ideoloji,C1,идеоложи,"идеология; мировоззрение"
ihraç etmek,C1,ихрач этмек,"-ать; -еть"
ihtiras,C1,ихтирас,"амбиция; мечта; страсть"
iki laf etmek,C1,ики лаф этмек,"(нет перевода)"
ikramiye,C1,икрамийе,"бонус; надбавка; добыча"
ileri geri konuşmak,C1,илери гери конушмак,"(нет перевода)"
iletmek,C1,илетмек,"-ать; -еть"
ilgi duymak,C1,илги дуймак,"(нет перевода)"
ilham,C1,илхам,"вдыхание; вдох"
ilham almak,C1,илхам алмак,"(нет перевода)"
ilham vermek,C1,илхам вермек,"(нет перевода)"
ilişkilendirmek,C1,илишкилендирмек,"(нет перевода)"
ilke,C1,илке,"принцип; доктрина; вера"
ilkel,C1,илкел,"изначальный; первичный; примитивный"
iman,C1,иман,"вера; уверенность"
imkân,C1,имкан,"возможность; шанс"
inanış,C1,инаныш,"(нет перевода)"
ipler koptu,C1,иплер копту,"(нет перевода)"
ipucu,C1,ипуджу,"ключ; нить; подсказка"
irtibat,C1,иртибат,"(нет перевода)"
irtibatlandırmak,C1,иртибатландырмак,"(нет перевода)"
iskemle,C1,искемле,"стул; кал"
ispat,C1,испат,"-прочный; -стойкий"
istatistik yüze gülmek,C1,истатистик йюзе гюлмек,"(нет перевода)"
istifade etmek,C1,истифаде этмек,"-ать; -еть"
istikrar,C1,истикрар,"стабилизация"
isyankâr,C1,исйанкар,"бунтарский; бунтующий"
ithal,C1,итхал,"(нет перевода)"
itidal,C1,итидал,"баланс; равновесие; сдержанность"
itiraz etmek,C1,итираз этмек,"(нет перевода)"
izin tezkeresi,C1,изин тезкереси,"(нет перевода)"
içerlemek,C1,ичерлемек,"(нет перевода)"
içtenlik,C1,ичтенлик,"(нет перевода)"
iş işten geçmek,C1,иш иштен гечмек,"(нет перевода)"
iş çevirmek,C1,иш чевирмек,"(нет перевода)"
işe girişmek,C1,ише гиришмек,"(нет перевода)"
işitme engelli,C1,ишитме энгелли,"(нет перевода)"
işitsel,C1,ишитсел,"(нет перевода)"
işkence,C1,ишкендже,"пытка; истязание; зажим"
işlek,C1,ишлек,"деятельный; занятый; продуктивный"
işlemek,C1,ишлемек,"-ать; -еть"
işleri yolunda olmak,C1,ишлери йолунда олмак,"(нет перевода)"
kabartma,C1,кабартма,"(нет перевода)"
kadran,C1,кадран,"торпеда; торпедо"
kadı,C1,кады,"кади"
kafayı yemek,C1,кафайы йемек,"-ать; -еть"
kalbi küt küt atmak,C1,калби кют кют атмак,"(нет перевода)"
kalender,C1,календер,"богемский; богемец; беззаботный"
kalifiye,C1,калифийе,"(нет перевода)"
kalkınma,C1,калкынма,"вербальный; словесный"
kama,C1,кама,"клин; кусок; кинжал"
kamu,C1,каму,"целый; весь; общественный"
kamuoyu oluşturmak,C1,камуойу олуштурмак,"(нет перевода)"
kamış,C1,камыш,"камыш; тростник; соломинка"
kanaat,C1,канаат,"взгляд; мнение; удовлетворение"
kanaat getirmek,C1,канаат гетирмек,"(нет перевода)"
kanun çıkarmak,C1,канун чыкармак,"(нет перевода)"
kapkaç,C1,капкач,"(нет перевода)"
kardiyovasküler,C1,кардийоваскюлер,"(нет перевода)"
karikatür,C1,карикатюр,"карикатура; шарж"
karışım,C1,карышым,"(нет перевода)"
karşı karşıya kalmak,C1,каршы каршыйа калмак,"(нет перевода)"
karşılık olarak,C1,каршылык оларак,"(нет перевода)"
kasılmak,C1,касылмак,"пассивный; бездеятельный; -ать"
kasırga,C1,касырга,"циклон"
kategori,C1,категори,"категория"
katot,C1,катот,"катод"
kavramak,C1,каврамак,"-ать; -еть"
kaygılanmak,C1,кайгыланмак,"-ать; -еть"
kaynak,C1,кайнак,"весна; ключ; запас"
kaynanası sevmek,C1,кайнанасы севмек,"(нет перевода)"
kebe,C1,кебе,"(нет перевода)"
kelepir,C1,келепир,"действительный; правомочный; кража"
keramet,C1,керамет,"чудо; диво"
kesin,C1,кесин,"точный; аккуратный; быстрый"
kimya,C1,кимйа,"химия; химио-; что-то"
kireç,C1,киреч,"лаймовый; известь"
kitle,C1,китле,"месса; массовый"
klostrofobi,C1,клострофоби,"клаустрофобия"
koz,C1,коз,"Трамп; козырь"
kozmonot,C1,козмонот,"космонавт"
kritik,C1,критик,"(нет перевода)"
kum saati,C1,кум саати,"песочные часы"
kusursuz,C1,кусурсуз,"безукоризненный; безупречный"
kutup,C1,кутуп,"лях; ляшка"
kuyruklu yıldız,C1,куйруклу йылдыз,"комета"
kuşak,C1,кушак,"широкий пояс под смокингом; кушак; пояс"
kuşkucu,C1,кушкуджу,"скептический"
köken,C1,кёкен,"происхождение; начало"
külliye,C1,кюллийе,"(нет перевода)"
küre,C1,кюре,"шар; сфера"
küremsi,C1,кюремси,"(нет перевода)"
küresel,C1,кюресел,"сферический; всемирный; глобальный"
küreselleşme,C1,кюреселлешме,"глобализм; мондиализм; глобализация"
küçük düşünmek,C1,кючюк дюшюнмек,"(нет перевода)"
kılavuzluk etmek,C1,кылавузлук этмек,"(нет перевода)"
kılık değiştirmek,C1,кылык дейиштирмек,"(нет перевода)"
kısıtlamak,C1,кысытламак,"-ать; -еть"
kısıtlanma,C1,кысытланма,"(нет перевода)"
kıt,C1,кыт,"недостаточный; скудный"
kıvılcım,C1,кывылджым,"искра; паяльник"
kıyas,C1,кыйас,"сравнение; сравнивание; предположение"
kıyaslamak,C1,кыйасламак,"(нет перевода)"
lafın altından kalkmak,C1,лафын алтындан калкмак,"(нет перевода)"
lanet olsun,C1,ланет олсун,"(нет перевода)"
lağım,C1,лаым,"канализационная труба; сточная труба"
limit,C1,лимит,"(нет перевода)"
linç etmek,C1,линч этмек,"-ать; -еть"
lisan,C1,лисан,"речь; язык"
lunapark,C1,лунапарк,"луна-парк; парк аттракционов; забава"
m m,C1,м м,"(нет перевода)"
maceraperest,C1,маджераперест,"авантюристичный; авантюрный"
maharet,C1,махарет,"умение; навык"
mahkûm etmek,C1,махкум этмек,"(нет перевода)"
mahsul,C1,махсул,"выработка; продукция; посев"
mahsus,C1,махсус,"особый; особенный; особенно"
makam,C1,макам,"мелодичный; мелодия; мотив"
maksat,C1,максат,"цель; предназначение"
makul,C1,макул,"разумный; за разумную цену; логический"
mal,C1,мал,"скот; скотина; благо"
malvarlığı,C1,малварлыы,"(нет перевода)"
manevî,C1,маневи,"(нет перевода)"
mantar,C1,мантар,"грибовидный; гриб; грибок"
manşet,C1,маншет,"манжета; обшлаг; заглавие"
maruz kalmak,C1,маруз калмак,"-ать; -еть"
maruzat,C1,марузат,"петиция; жалоба"
mazeret,C1,мазерет,"(нет перевода)"
mağdur,C1,мадур,"жертва; пострадавший"
mecbur,C1,меджбур,"вынужденный; насильственный"
mecnun,C1,меджнун,"сумасшедший; безумный"
mecra,C1,меджра,"русло; канал; ход"
meddah,C1,меддах,"(нет перевода)"
mehtap,C1,мехтап,"лунное сияние; лунный свет"
mektep,C1,мектеп,"школа; училище"
merak uyandırmak,C1,мерак уйандырмак,"(нет перевода)"
metal,C1,метал,"крушец; металл"
meşhur etmek,C1,мешхур этмек,"(нет перевода)"
mil,C1,мил,"миля; узел"
milat,C1,милат,"Рождество; рождество Христово"
milâdî,C1,милади,"(нет перевода)"
minyatür,C1,минйатюр,"(нет перевода)"
mizah,C1,мизах,"(нет перевода)"
moloz,C1,молоз,"обломок; щебень"
moruk,C1,морук,"кент; малый; чувак"
motivasyon,C1,мотивасйон,"(нет перевода)"
muhakeme,C1,мухакеме,"приложение; применение; испытательный"
muhalif,C1,мухалиф,"диссидент; диссидентка; противоположный"
muhatap,C1,мухатап,"(нет перевода)"
mânâ,C1,мана,"(нет перевода)"
mübalağa,C1,мюбалаа,"преувеличение"
müebbet,C1,мюеббет,"неизменный; перманентный; пожизненный"
mülakat,C1,мюлакат,"интервью; собеседование"
mülk,C1,мюлк,"имущество; собственность; деревенский"
mülkiyet,C1,мюлкийет,"право собственности; владение"
mürettebat,C1,мюреттебат,"банда; компания"
mürüvvet,C1,мюрюввет,"синоним"
müsaade,C1,мюсааде,"позволение; разрешение"
müsamere,C1,мюсамере,"вечер; день"
nadir,C1,надир,"редкий; кровавый"
nahoş,C1,нахош,"неприятный"
nasip,C1,насип,"настолько; так; ежедневный"
nazik,C1,назик,"вежливый; учтивый; хрупкий"
ne denli,C1,не денли,"как; насколько"
nesil,C1,несил,"зарождение; создание"
nezaket,C1,незакет,"вежливость; любезность"
nezaret,C1,незарет,"заведование; контроль; министерство"
niyaz,C1,нийаз,"мольба; просьба"
nörotik,C1,нёротик,"(нет перевода)"
nükte,C1,нюкте,"острота; тонкость; утончённость"
olanaklı kılmak,C1,оланаклы кылмак,"(нет перевода)"
olgu,C1,олгу,"факт"
olmayacak duaya amin demek,C1,олмайаджак дуайа амин демек,"(нет перевода)"
oluşum,C1,олушум,"образование; создание"
onaylamak,C1,онайламак,"-ать; -еть"
orijinal,C1,орижинал,"первоначальный; исходный"
orta oyunu,C1,орта ойуну,"(нет перевода)"
oymak,C1,оймак,"племя; род; -ать"
ozan,C1,озан,"поэт; поэтесса; бард"
pabucunu dama atmak,C1,пабуджуну дама атмак,"(нет перевода)"
palmiye,C1,палмийе,"пальма; длань; ладонь"
palyaço,C1,палйачо,"шут; клоун"
para canlısı,C1,пара джанлысы,"(нет перевода)"
payını almak,C1,пайыны алмак,"(нет перевода)"
periyot,C1,перийот,"и точка; период"
pes doğrusu,C1,пес дорусу,"(нет перевода)"
peşine düşmek,C1,пешине дюшмек,"(нет перевода)"
peşini bırakmamak,C1,пешини быракмамак,"(нет перевода)"
pisi,C1,писи,"кошка; кот"
piyanist,C1,пийанист,"(нет перевода)"
poster,C1,постер,"афиша; постер"
pota,C1,пота,"плавильный котёл; плавящийся; расплавленный"
propaganda,C1,пропаганда,"пропаганда; агитация"
pul,C1,пул,"печатание; печать; гамма"
pusula,C1,пусула,"буссоль; компас; знак"
püskürtmek,C1,пюскюртмек,"каузатив; каузативный залог"
radyatör,C1,радйатёр,"излучатель; радиатор"
rant,C1,рант,"нетрудовой доход"
reaksiyon,C1,реаксийон,"реакция"
renk katmak,C1,ренк катмак,"(нет перевода)"
restore edilmek,C1,ресторе эдилмек,"(нет перевода)"
rezil,C1,резил,"говённый; дерьмовый; позорный"
ritüel,C1,ритюел,"обряд; ритуал"
rutin,C1,рутин,"рутинный; заведённый"
sadaka,C1,садака,"милостыня; подаяние; Любовь"
salgılamak,C1,салгыламак,"(нет перевода)"
salınım,C1,салыным,"качание; колебание"
Samanyolu,C1,саманйолу,"Млечный Путь; млечный; молочный"
Sanat,C1,санат,"искусство; умение; сноровка"
sanayileşme,C1,санайилешме,"(нет перевода)"
sanki,C1,санки,"как; так"
saplantı,C1,сапланты,"одержимость; идея-фикс"
sapma,C1,сапма,"(нет перевода)"
sağ salim,C1,са салим,"безопасно; благополучно"
sağır,C1,саыр,"глухой"
sera,C1,сера,"парник; теплица"
serüven,C1,серювен,"приключение; событие"
sevk etmek,C1,севк этмек,"-ать; -еть"
seyran,C1,сейран,"прогулка; променад"
seyre dalmak,C1,сейре далмак,"(нет перевода)"
seçkin,C1,сечкин,"исключительный; эксклюзивный; элитный"
